Age,Gender,Income,CoapplicantIncome,LoanAmount,LoanTerm,CreditScore,EmploymentStatus,MaritalStatus,PropertyArea,Output
51,Female,37391,32313,178875,224,377,Unemployed,Widowed,Rural,0
35,Male,36171,18470,778699,224,451,Employed,Single,Urban,0
30,Female,53730,29176,98988,18,355,Self-employed,Married,Rural,0
58,Female,9485,23280,275161,288,656,Employed,Married,Rural,1
40,Male,39748,23867,441894,145,558,Employed,Divorced,Rural,1
36,Male,5878,40431,455608,279,834,Unemployed,Widowed,Rural,1
62,Female,3949,21845,562236,124,705,Employed,Single,Semiurban,0
28,Male,22881,16241,96529,276,414,Unemployed,Single,Rural,1
18,Male,53306,35055,344291,102,773,Self-employed,Widowed,Semiurban,0
41,Female,11958,8878,561507,335,633,Employed,Widowed,Semiurban,0
24,Female,61185,10209,166932,52,608,Unemployed,Single,Rural,0
42,Female,10697,28499,780819,157,630,Employed,Divorced,Semiurban,0
38,Male,17493,37603,157135,178,843,Employed,Single,Rural,0
32,Male,44801,35302,422540,280,803,Employed,Widowed,Semiurban,0
18,Female,23199,11004,202894,352,387,Unemployed,Married,Urban,1
29,Male,67792,30587,105494,242,302,Self-employed,Single,Rural,0
24,Female,36488,33390,177738,36,682,Unemployed,Widowed,Rural,0
32,Male,32493,28400,639001,218,823,Self-employed,Married,Semiurban,0
38,Female,51002,10975,292013,277,447,Unemployed,Single,Urban,0
36,Male,25731,12585,252321,83,805,Unemployed,Divorced,Rural,0
46,Female,9076,6876,338308,284,383,Self-employed,Divorced,Semiurban,0
42,Male,3071,48104,34093,46,697,Self-employed,Single,Semiurban,0
50,Male,69602,13599,384443,151,483,Self-employed,Single,Rural,1
49,Female,43410,25239,781608,17,468,Unemployed,Married,Semiurban,0
52,Male,56327,43906,464412,253,407,Self-employed,Divorced,Rural,1
61,Male,63072,20378,446232,234,492,Employed,Widowed,Urban,0
55,Female,43041,26568,155634,336,513,Employed,Single,Urban,1
43,Male,55326,31510,598213,184,659,Employed,Divorced,Urban,1
28,Male,40549,35462,768962,346,394,Employed,Divorced,Urban,0
52,Male,55096,20688,106367,165,842,Self-employed,Single,Semiurban,0
25,Female,57578,21796,584841,226,455,Self-employed,Single,Semiurban,1
63,Female,48390,41478,62279,332,823,Employed,Widowed,Semiurban,0
31,Female,48052,30796,40608,169,571,Self-employed,Single,Rural,0
27,Female,45167,20817,65840,173,462,Employed,Widowed,Urban,0
19,Female,56587,10061,540058,224,479,Unemployed,Single,Rural,0
63,Male,63292,24401,584749,75,522,Self-employed,Married,Urban,0
26,Male,77419,3810,520096,265,415,Unemployed,Single,Rural,1
20,Female,44139,33680,293771,68,304,Self-employed,Married,Semiurban,0
38,Male,12707,23826,797578,251,365,Self-employed,Single,Semiurban,1
43,Male,15140,4902,513442,55,826,Self-employed,Divorced,Semiurban,0
25,Male,13093,19612,319223,291,748,Unemployed,Single,Rural,0
65,Male,74043,49723,384225,239,448,Unemployed,Married,Semiurban,1
19,Female,7830,10663,587362,21,400,Employed,Single,Semiurban,1
23,Female,32608,13967,349960,9,566,Unemployed,Single,Urban,0
45,Male,49287,47776,683611,287,365,Unemployed,Divorced,Rural,1
46,Male,35427,40536,99771,162,649,Employed,Divorced,Rural,0
43,Female,30395,5135,430112,225,419,Unemployed,Married,Semiurban,0
42,Male,19970,14072,699473,353,544,Unemployed,Single,Rural,1
29,Male,72218,41057,189783,56,688,Employed,Single,Semiurban,0
22,Male,78475,20417,12747,47,586,Unemployed,Divorced,Rural,0
51,Female,76362,6443,261632,140,347,Employed,Married,Urban,1
65,Female,25371,37610,364892,279,717,Self-employed,Single,Rural,0
54,Male,21266,21925,643990,264,650,Self-employed,Married,Semiurban,0
32,Male,21195,30002,769984,196,454,Unemployed,Married,Rural,1
61,Male,29315,36795,63697,261,637,Self-employed,Married,Rural,0
53,Male,77246,30993,40903,241,560,Unemployed,Divorced,Urban,0
32,Male,43581,260,203885,281,828,Employed,Widowed,Rural,0
60,Male,47537,9127,439186,359,502,Employed,Divorced,Urban,1
65,Female,77265,49483,203264,78,739,Employed,Single,Urban,0
40,Female,24184,36978,379496,79,465,Self-employed,Married,Urban,0
23,Male,25279,24843,55812,128,678,Employed,Married,Semiurban,0
63,Female,28570,32840,563819,75,737,Employed,Married,Urban,0
61,Male,45030,37879,783781,84,347,Unemployed,Single,Rural,0
60,Male,64245,2921,514433,253,528,Unemployed,Single,Rural,0
62,Female,57467,43413,462225,192,321,Unemployed,Married,Urban,0
38,Female,37133,3888,675773,146,574,Unemployed,Married,Urban,0
40,Male,45805,177,176705,303,412,Employed,Married,Urban,0
60,Male,45998,7426,780886,49,844,Unemployed,Single,Semiurban,0
33,Female,19238,4495,208518,252,388,Self-employed,Married,Urban,1
64,Female,70264,33037,65032,341,310,Self-employed,Married,Urban,0
32,Male,50245,10047,433601,231,326,Self-employed,Divorced,Urban,0
42,Male,25557,18039,511260,72,755,Unemployed,Married,Urban,0
53,Male,72474,35301,106058,281,330,Employed,Divorced,Urban,0
28,Female,67667,48707,602925,258,746,Unemployed,Married,Rural,0
32,Male,67074,45114,317722,308,727,Self-employed,Divorced,Rural,0
21,Female,60204,21366,733963,285,813,Unemployed,Divorced,Rural,1
38,Male,27575,20745,164307,184,698,Self-employed,Single,Semiurban,0
30,Female,78024,43082,75744,284,831,Employed,Married,Semiurban,0
39,Female,22069,11353,772841,134,686,Employed,Married,Rural,0
36,Female,26400,25080,80961,120,629,Employed,Married,Urban,0
51,Female,26146,18788,295629,327,437,Employed,Divorced,Urban,1
31,Male,8846,34969,627347,279,781,Employed,Single,Semiurban,1
21,Female,42352,5659,149254,207,599,Unemployed,Widowed,Semiurban,0
65,Female,25694,33921,732118,122,331,Employed,Divorced,Urban,0
63,Female,23740,4161,543768,40,756,Unemployed,Widowed,Semiurban,0
44,Male,51438,15503,717320,111,841,Self-employed,Divorced,Urban,1
46,Male,32996,27003,187285,254,684,Self-employed,Divorced,Rural,0
64,Male,65874,24982,592382,157,631,Employed,Married,Semiurban,0
45,Male,61682,3478,705417,146,343,Unemployed,Divorced,Rural,1
52,Male,46200,28620,761227,300,846,Employed,Divorced,Semiurban,0
25,Male,24970,49428,368251,167,723,Self-employed,Single,Rural,0
33,Female,12895,35129,109513,152,344,Unemployed,Married,Rural,1
59,Female,40071,27172,350689,261,679,Self-employed,Single,Semiurban,0
53,Female,54268,10160,282933,96,796,Unemployed,Widowed,Semiurban,0
47,Male,24258,35214,649785,223,437,Self-employed,Married,Rural,1
35,Female,59300,11931,766063,144,707,Employed,Single,Rural,0
19,Female,63915,31170,555575,182,484,Employed,Married,Urban,1
30,Male,10444,31190,282158,296,788,Employed,Married,Rural,0
21,Female,77147,7601,436813,345,317,Self-employed,Widowed,Semiurban,0
43,Male,78064,37819,546755,81,371,Self-employed,Divorced,Urban,0
42,Female,68535,3517,514853,62,470,Self-employed,Widowed,Urban,1
47,Male,5760,4802,354594,33,376,Employed,Single,Rural,1
28,Male,38884,45158,190426,327,699,Self-employed,Married,Urban,0
24,Male,28022,18759,607185,326,820,Self-employed,Divorced,Semiurban,0
48,Female,56504,7850,387262,155,500,Employed,Single,Semiurban,0
61,Female,45130,6744,201037,312,538,Self-employed,Widowed,Rural,1
27,Male,45881,22773,527265,352,616,Unemployed,Married,Urban,1
56,Male,64399,48185,614705,204,822,Self-employed,Widowed,Rural,1
30,Female,38451,6248,289024,169,619,Employed,Married,Rural,0
48,Female,53413,48196,262266,187,849,Unemployed,Married,Rural,1
24,Male,64278,7136,124618,245,821,Employed,Divorced,Urban,0
59,Female,31639,42285,311160,247,827,Employed,Widowed,Semiurban,0
59,Female,36621,11800,293123,71,776,Employed,Single,Semiurban,0
53,Female,15079,13417,53741,176,624,Unemployed,Married,Urban,0
37,Male,8895,25305,463251,138,765,Unemployed,Married,Rural,0
21,Male,54142,36735,280504,86,341,Employed,Single,Semiurban,0
24,Female,14552,45129,516229,170,533,Self-employed,Single,Rural,0
18,Male,50821,37719,334083,68,736,Unemployed,Single,Semiurban,0
61,Female,35630,4002,241615,360,579,Employed,Single,Rural,0
62,Female,72063,2332,347462,56,503,Self-employed,Widowed,Rural,0
59,Male,14247,26149,412236,77,605,Employed,Married,Rural,0
64,Male,19603,44228,405636,48,809,Unemployed,Divorced,Semiurban,0
30,Male,47564,4375,618347,328,595,Unemployed,Single,Rural,1
39,Female,2527,29458,300781,326,321,Self-employed,Divorced,Semiurban,1
38,Female,58521,33453,699570,323,541,Unemployed,Divorced,Semiurban,1
39,Male,70458,20272,145347,221,693,Employed,Divorced,Semiurban,0
45,Male,7849,17352,166124,196,726,Employed,Widowed,Semiurban,0
26,Male,52314,2033,527396,163,752,Self-employed,Single,Urban,0
43,Female,47724,39843,756957,95,806,Self-employed,Divorced,Semiurban,0
26,Female,19230,21645,169813,109,512,Self-employed,Divorced,Rural,0
32,Female,74495,25343,429829,56,540,Self-employed,Married,Semiurban,0
27,Male,44730,47415,358481,259,708,Employed,Single,Rural,0
41,Male,5323,645,768658,112,344,Employed,Widowed,Urban,1
59,Female,2445,31775,577450,299,536,Employed,Single,Semiurban,1
25,Male,11963,4121,756126,241,412,Employed,Single,Urban,1
41,Male,52511,8112,299343,328,806,Self-employed,Single,Semiurban,0
33,Male,17437,9271,524060,338,749,Unemployed,Single,Semiurban,0
43,Male,18855,39204,22572,110,837,Employed,Married,Urban,0
44,Female,12847,25212,403363,260,508,Unemployed,Divorced,Rural,0
54,Male,5236,45285,270587,309,589,Self-employed,Married,Rural,1
21,Female,63897,10292,246502,25,797,Self-employed,Widowed,Rural,0
41,Female,15487,23481,99521,77,482,Unemployed,Divorced,Semiurban,1
36,Male,79384,41060,76220,122,699,Self-employed,Single,Rural,0
53,Female,64423,38354,280739,135,507,Unemployed,Married,Rural,1
56,Female,15155,28493,596145,125,722,Employed,Single,Semiurban,0
27,Male,13255,29475,777071,218,689,Self-employed,Single,Urban,0
42,Female,3979,868,142812,234,665,Self-employed,Widowed,Rural,1
35,Female,23305,47370,37712,188,735,Unemployed,Divorced,Urban,1
36,Female,76543,38682,10468,139,611,Unemployed,Widowed,Semiurban,0
53,Female,37094,8213,658756,344,638,Unemployed,Widowed,Semiurban,1
27,Female,37098,22739,279848,236,446,Unemployed,Divorced,Rural,0
50,Female,35770,1903,595262,345,756,Unemployed,Widowed,Rural,0
22,Female,11734,35344,594988,251,710,Self-employed,Divorced,Urban,0
64,Female,73984,47491,403894,257,581,Unemployed,Widowed,Rural,1
52,Male,41605,36877,134443,230,713,Employed,Married,Urban,0
61,Male,79932,20998,332026,162,396,Unemployed,Divorced,Semiurban,0
51,Male,57619,18319,193059,124,462,Self-employed,Single,Urban,0
50,Female,29881,33383,172177,99,736,Employed,Widowed,Semiurban,0
38,Female,65401,21441,368798,233,495,Self-employed,Widowed,Rural,1
34,Female,33177,10642,153443,191,460,Unemployed,Divorced,Urban,0
39,Male,42122,11776,746892,339,554,Self-employed,Widowed,Urban,0
65,Male,37297,24862,90765,190,369,Self-employed,Widowed,Urban,0
54,Male,38680,31103,403972,285,711,Unemployed,Divorced,Rural,0
32,Female,53044,11510,514230,235,335,Self-employed,Divorced,Rural,1
52,Male,46084,34691,589918,270,604,Self-employed,Widowed,Rural,0
45,Male,36189,13402,160675,163,769,Self-employed,Divorced,Urban,0
24,Female,15510,6455,768880,357,608,Employed,Widowed,Urban,0
49,Male,24152,40372,683668,82,496,Self-employed,Widowed,Semiurban,0
28,Female,28445,40920,107897,87,780,Unemployed,Widowed,Urban,0
27,Male,78688,2773,322958,186,635,Unemployed,Single,Semiurban,0
26,Female,73153,43050,300105,347,590,Self-employed,Divorced,Rural,0
31,Female,3195,27377,488919,201,729,Unemployed,Single,Semiurban,0
30,Female,61949,9776,187713,65,731,Employed,Married,Semiurban,0
42,Female,27433,32059,686793,156,833,Unemployed,Married,Urban,0
19,Female,7305,29405,559019,66,809,Unemployed,Widowed,Urban,0
52,Male,60860,143,11401,140,804,Self-employed,Single,Semiurban,0
24,Female,75613,25698,652280,336,708,Employed,Widowed,Semiurban,1
38,Female,50648,17083,391341,44,701,Employed,Widowed,Rural,0
35,Female,65090,45169,105041,258,340,Unemployed,Widowed,Urban,0
20,Female,44113,22702,154517,111,683,Unemployed,Widowed,Rural,0
59,Male,44642,33038,473634,238,590,Self-employed,Widowed,Semiurban,0
56,Female,35062,41022,470035,359,482,Self-employed,Married,Rural,0
58,Male,73633,1007,162042,175,339,Employed,Divorced,Urban,1
28,Female,43604,27419,198962,222,524,Self-employed,Divorced,Semiurban,0
56,Female,8678,46483,519744,353,584,Employed,Divorced,Semiurban,1
41,Male,34121,43232,778607,19,437,Employed,Married,Rural,0
63,Male,50503,10174,190685,21,634,Unemployed,Single,Urban,0
36,Male,73279,30880,37235,224,437,Employed,Married,Semiurban,0
21,Female,18494,7203,471351,174,773,Employed,Married,Semiurban,0
43,Male,46185,36492,539716,19,787,Employed,Single,Rural,0
55,Female,11678,28989,183257,248,445,Employed,Widowed,Semiurban,0
59,Male,39632,27331,467635,324,708,Unemployed,Widowed,Semiurban,0
49,Male,48235,44694,698181,13,809,Self-employed,Widowed,Urban,0
56,Female,3648,22983,184073,288,384,Self-employed,Single,Urban,1
62,Male,69917,29735,344804,116,308,Employed,Married,Rural,0
63,Male,18489,40685,221006,45,388,Self-employed,Married,Semiurban,1
53,Female,79281,20893,491814,73,388,Self-employed,Single,Urban,0
57,Female,7818,15739,642308,128,518,Employed,Widowed,Rural,1
54,Female,35149,29917,44633,322,649,Employed,Single,Urban,0
50,Male,29312,20704,224464,171,704,Self-employed,Married,Rural,0
53,Male,39124,30152,127104,208,460,Unemployed,Divorced,Rural,0
20,Male,3316,47383,281551,133,342,Self-employed,Divorced,Semiurban,0
26,Male,72990,38240,154152,157,773,Employed,Divorced,Rural,0
25,Male,62046,7206,78860,151,557,Self-employed,Widowed,Rural,0
50,Female,71610,23256,274551,54,458,Self-employed,Widowed,Urban,1
23,Male,66042,24307,533508,8,431,Unemployed,Widowed,Rural,0
58,Female,25102,4716,460690,256,344,Self-employed,Widowed,Rural,0
56,Male,33957,35388,344411,82,620,Self-employed,Single,Urban,0
21,Female,14872,18920,474932,225,493,Employed,Divorced,Urban,0
30,Male,52094,37871,27554,353,817,Unemployed,Divorced,Urban,0
19,Male,49719,42928,214102,233,562,Self-employed,Widowed,Urban,1
22,Female,75885,23464,606309,123,734,Self-employed,Widowed,Semiurban,0
61,Male,21693,38085,595135,272,829,Employed,Single,Semiurban,0
44,Female,52478,13587,621829,240,596,Employed,Single,Rural,1
49,Male,45677,1195,424577,173,800,Unemployed,Single,Urban,0
38,Male,62012,25083,108738,265,368,Unemployed,Divorced,Semiurban,1
25,Female,12760,49556,152052,198,324,Unemployed,Divorced,Rural,0
55,Male,13584,22438,263343,189,812,Employed,Divorced,Semiurban,0
25,Female,4106,20009,251161,15,482,Employed,Divorced,Semiurban,0
20,Male,15669,40636,201729,342,353,Employed,Single,Semiurban,0
61,Male,27223,35587,562806,332,380,Employed,Widowed,Rural,1
20,Male,62666,21143,54257,146,459,Unemployed,Divorced,Semiurban,0
39,Male,37706,13696,798366,27,685,Unemployed,Single,Rural,0
23,Male,70019,7564,362925,317,748,Unemployed,Widowed,Urban,0
19,Male,63585,3637,82895,198,563,Employed,Married,Urban,0
40,Male,29482,34641,122926,97,608,Employed,Widowed,Urban,0
61,Female,62369,17790,284772,102,343,Employed,Married,Urban,1
19,Male,36143,28159,750547,146,500,Employed,Married,Semiurban,1
55,Male,26240,5514,243577,262,583,Self-employed,Divorced,Semiurban,0
34,Male,12015,34345,400491,43,446,Unemployed,Single,Urban,1
52,Female,65023,21763,128332,252,739,Unemployed,Widowed,Rural,0
51,Female,53500,12568,530053,261,703,Self-employed,Married,Semiurban,0
40,Male,65925,28003,499235,303,483,Unemployed,Single,Semiurban,0
47,Male,51631,5311,88417,90,846,Employed,Widowed,Rural,0
25,Male,78190,41596,508658,42,508,Unemployed,Divorced,Rural,1
39,Female,65652,38315,770588,190,381,Employed,Widowed,Rural,1
61,Male,53087,17191,493253,103,562,Employed,Divorced,Urban,0
53,Female,56909,20908,122526,323,338,Employed,Widowed,Urban,1
22,Male,13565,1415,256796,35,585,Self-employed,Widowed,Rural,0
30,Female,29597,40276,698194,196,322,Unemployed,Married,Urban,0
46,Female,67623,47650,294143,343,773,Employed,Married,Urban,0
48,Male,11432,18833,699502,284,602,Unemployed,Married,Rural,1
64,Male,76300,15406,237125,206,505,Self-employed,Divorced,Semiurban,1
33,Male,67714,29336,639080,327,731,Unemployed,Widowed,Urban,0
59,Male,51314,29421,263522,194,394,Unemployed,Widowed,Rural,1
47,Male,43965,36264,266696,263,774,Unemployed,Divorced,Rural,0
33,Male,69957,11780,395829,160,675,Unemployed,Widowed,Rural,0
29,Male,45715,39871,391623,324,436,Self-employed,Married,Semiurban,1
34,Female,55450,12221,360537,233,450,Unemployed,Divorced,Rural,0
33,Male,63902,21116,372912,10,501,Employed,Divorced,Rural,1
29,Male,30317,39790,717289,134,549,Self-employed,Widowed,Semiurban,1
25,Female,68753,40263,34867,79,373,Unemployed,Married,Rural,1
37,Male,37242,14422,131040,29,621,Unemployed,Widowed,Urban,0
20,Male,2929,41474,128105,320,848,Employed,Widowed,Semiurban,0
33,Male,15580,21483,11286,284,465,Self-employed,Divorced,Semiurban,0
47,Male,22742,40100,686650,211,300,Self-employed,Divorced,Rural,1
62,Female,19833,5416,140221,151,637,Employed,Single,Urban,0
40,Female,73347,15251,195659,94,590,Unemployed,Widowed,Semiurban,1
45,Male,76155,27074,109152,27,370,Unemployed,Single,Rural,0
57,Male,15527,46540,110960,305,407,Self-employed,Widowed,Rural,0
22,Female,60139,12164,523988,49,789,Self-employed,Single,Semiurban,0
37,Male,71585,2468,597169,42,480,Unemployed,Widowed,Semiurban,1
57,Female,43057,43655,158005,12,324,Employed,Divorced,Rural,0
61,Female,69439,2027,634272,285,450,Employed,Divorced,Semiurban,1
18,Female,46261,23555,210378,174,564,Unemployed,Single,Urban,0
47,Male,72912,11944,285226,75,502,Employed,Single,Urban,0
38,Male,2042,315,378235,218,774,Self-employed,Single,Rural,0
37,Male,24769,14133,540151,76,519,Unemployed,Married,Urban,0
23,Female,69113,36757,798416,212,381,Employed,Single,Rural,0
39,Male,79918,33298,60189,77,463,Employed,Single,Semiurban,0
35,Male,24449,24268,622327,321,568,Self-employed,Single,Semiurban,0
25,Female,40653,43362,698384,185,482,Self-employed,Married,Rural,1
56,Male,30859,4757,109855,213,479,Unemployed,Married,Rural,0
49,Male,10576,40640,54430,182,771,Self-employed,Widowed,Semiurban,0
50,Male,47874,48266,656940,200,410,Self-employed,Divorced,Rural,0
33,Female,79199,29967,407348,306,344,Unemployed,Single,Urban,1
29,Male,38345,25795,40086,244,849,Employed,Single,Urban,0
55,Female,72780,28798,501056,159,831,Self-employed,Divorced,Urban,1
51,Female,71428,42726,632939,159,730,Unemployed,Widowed,Semiurban,1
31,Female,6321,33835,281606,35,657,Self-employed,Widowed,Semiurban,0
53,Male,7776,31461,23167,32,358,Self-employed,Single,Semiurban,1
50,Male,18119,33495,15067,245,523,Employed,Divorced,Rural,1
40,Male,32569,16627,716142,248,488,Self-employed,Single,Semiurban,1
62,Female,40596,26361,532514,137,358,Self-employed,Single,Semiurban,0
